instrument_name,expiry_name,expiry_date,strike,type,volume,open_interest,rho,theta,vega,gamma,delta,bid_iv,ask_iv,mark_iv
BTC-20MAR26-65000-P,20MAR26,2026-03-20,65000.0,put,151.3,620.3,-6.47306,-86.86742,41.22815,0.00003,-0.21345,60.77,61.63,61.13
BTC-20MAR26-62000-P,20MAR26,2026-03-20,62000.0,put,8.5,212.7,-3.98438,-67.98502,30.28193,0.00002,-0.13193,63.65,66.01,65.13
BTC-20MAR26-61000-C,20MAR26,2026-03-20,61000.0,call,0.0,0.0,20.87362,-61.83189,26.92863,0.00002,0.88836,62.78,73.09,66.61
BTC-20MAR26-60000-C,20MAR26,2026-03-20,60000.0,call,0.0,46.4,20.94759,-57.20943,24.13736,0.00002,0.90398,64.4,74.57,68.76
BTC-20MAR26-58000-P,20MAR26,2026-03-20,58000.0,put,29.5,383.3,-2.08781,-47.06244,18.86575,0.00001,-0.06924,71.71,72.85,72.37
BTC-20MAR26-50000-C,20MAR26,2026-03-20,50000.0,call,0.0,0.0,19.26143,-21.41802,6.90524,0.0,0.97985,0.0,105.61,89.98
BTC-13MAR26-82000-C,13MAR26,2026-03-13,82000.0,call,180.2,145.4,0.70205,-41.33118,10.46774,0.00002,0.04978,58.5,60.51,59.27
BTC-13MAR26-80000-P,13MAR26,2026-03-13,80000.0,put,12.3,44.2,-15.36234,-55.61463,14.74477,0.00003,-0.92276,36.86,66.82,56.62
BTC-13MAR26-78000-C,13MAR26,2026-03-13,78000.0,call,87.5,311.1,1.80228,-79.0722,21.35496,0.00004,0.12833,54.45,55.79,55.58
BTC-13MAR26-72000-C,13MAR26,2026-03-13,72000.0,call,42.8,893.5,6.17098,-148.86514,40.29066,0.00007,0.44807,54.44,56.2,55.46
BTC-13MAR26-70000-C,13MAR26,2026-03-13,70000.0,call,3.7,712.3,7.98474,-150.95337,39.66817,0.00007,0.58687,55.86,58.54,57.12
BTC-13MAR26-68000-P,13MAR26,2026-03-13,68000.0,put,39.0,235.9,-4.47148,-138.22934,34.86102,0.00006,-0.2899,59.05,60.07,59.52
BTC-13MAR26-66000-P,13MAR26,2026-03-13,66000.0,put,20.2,160.8,-2.99154,-117.37029,28.05425,0.00004,-0.19467,62.44,63.7,62.8
BTC-13MAR26-65000-P,13MAR26,2026-03-13,65000.0,put,223.6,717.2,-2.42518,-105.96035,24.5808,0.00004,-0.15801,63.17,64.63,64.71
BTC-13MAR26-63000-C,13MAR26,2026-03-13,63000.0,call,0.0,33.5,11.34165,-85.9697,18.54718,0.00003,0.8948,64.27,77.38,69.58
BTC-13MAR26-60000-C,13MAR26,2026-03-13,60000.0,call,0.0,2.9,11.49171,-57.85516,11.37198,0.00001,0.94475,65.07,89.52,76.37
BTC-13MAR26-58000-P,13MAR26,2026-03-13,58000.0,put,25.6,1082.1,-0.54938,-43.40823,8.03302,0.00001,-0.03588,79.94,80.85,81.12
BTC-13MAR26-55000-P,13MAR26,2026-03-13,55000.0,put,390.4,2620.4,-0.28818,-27.61655,4.6836,0.00001,-0.01882,86.8,88.38,88.51
BTC-9MAR26-82000-P,9MAR26,2026-03-09,82000.0,put,0.0,0.0,-7.7682,-26.96466,2.80117,0.00001,-0.9839,0.0,254.62,67.49
BTC-9MAR26-81000-P,9MAR26,2026-03-09,81000.0,put,0.0,0.0,-7.65128,-29.69236,3.25817,0.00001,-0.98078,0.0,201.7,63.89
BTC-9MAR26-78000-P,9MAR26,2026-03-09,78000.0,put,0.0,0.0,-7.1733,-55.69174,6.91273,0.00003,-0.9523,0.0,179.74,56.48
BTC-9MAR26-75500-C,9MAR26,2026-03-09,75500.0,call,0.0,0.0,0.80122,-103.85434,13.95777,0.00006,0.12044,51.31,53.33,52.17
BTC-9MAR26-75000-P,9MAR26,2026-03-09,75000.0,put,0.0,0.0,-6.23046,-117.75707,15.96184,0.00006,-0.85364,0.0,67.69,51.72
BTC-9MAR26-73500-C,9MAR26,2026-03-09,73500.0,call,11.5,11.4,1.68718,-163.52854,22.34188,0.00009,0.25488,49.7,52.88,51.32
BTC-9MAR26-73000-P,9MAR26,2026-03-09,73000.0,put,0.1,0.1,-5.0268,-177.14541,24.20746,0.0001,-0.69972,44.36,60.45,51.31
BTC-9MAR26-72000-P,9MAR26,2026-03-09,72000.0,put,11.1,9.5,-4.27265,-196.65973,26.91185,0.00011,-0.59859,48.93,52.89,51.23
BTC-9MAR26-71500-P,9MAR26,2026-03-09,71500.0,put,24.1,18.5,-3.87054,-203.3495,27.59784,0.00011,-0.54363,49.41,53.27,51.66
BTC-9MAR26-70500-C,9MAR26,2026-03-09,70500.0,call,0.0,0.0,3.69433,-205.93343,27.38296,0.00011,0.56602,51.81,54.4,52.73
BTC-9MAR26-69000-P,9MAR26,2026-03-09,69000.0,put,3.4,2.4,-2.02107,-184.65799,23.6854,0.00009,-0.28648,53.6,55.1,54.66
BTC-9MAR26-66000-C,9MAR26,2026-03-09,66000.0,call,0.0,0.0,5.59832,-110.78845,12.69536,0.00004,0.89453,0.0,72.59,61.18
BTC-9MAR26-63000-P,9MAR26,2026-03-09,63000.0,put,0.1,0.1,-0.2676,-57.86034,5.77099,0.00002,-0.03815,67.96,71.72,70.29
BTC-8MAR26-75000-P,8MAR26,2026-03-08,75000.0,put,0.0,0.0,-4.61639,-118.60521,11.169,0.00006,-0.88852,0.0,71.13,53.21
BTC-8MAR26-74000-P,8MAR26,2026-03-08,74000.0,put,0.0,0.7,-4.25586,-155.216,15.0507,0.00008,-0.82708,0.0,66.39,51.68
BTC-8MAR26-73500-P,8MAR26,2026-03-08,73500.0,put,5.5,15.7,-4.02208,-176.31492,17.19279,0.0001,-0.78494,36.23,65.92,51.39
BTC-8MAR26-73000-C,8MAR26,2026-03-08,73000.0,call,1.4,21.4,1.25255,-196.02789,19.21801,0.00011,0.2636,48.75,52.46,51.11
BTC-8MAR26-72500-P,8MAR26,2026-03-08,72500.0,put,8.2,5.8,-3.4635,-214.15104,21.012,0.00012,-0.68097,38.47,57.45,51.07
BTC-8MAR26-71500-P,8MAR26,2026-03-08,71500.0,put,16.0,21.6,-2.81344,-236.67008,23.234,0.00013,-0.55657,49.14,52.2,51.05
BTC-8MAR26-71000-P,8MAR26,2026-03-08,71000.0,put,18.3,16.5,-2.47349,-240.73497,23.46374,0.00013,-0.49051,50.09,53.11,51.41
BTC-8MAR26-70000-P,8MAR26,2026-03-08,70000.0,put,30.7,44.6,-1.82395,-231.41042,22.07514,0.00012,-0.36313,50.71,53.93,52.53
BTC-8MAR26-68500-P,8MAR26,2026-03-08,68500.0,put,12.2,30.1,-1.05472,-188.44722,16.99129,0.00009,-0.21076,52.94,57.14,55.58
BTC-8MAR26-68000-P,8MAR26,2026-03-08,68000.0,put,5.5,22.1,-0.86025,-169.51113,15.00292,0.00008,-0.17206,55.56,57.46,56.62
BTC-8MAR26-68000-C,8MAR26,2026-03-08,68000.0,call,0.0,25.0,3.80763,-169.51113,15.00292,0.00008,0.82794,47.51,70.63,56.62
BTC-8MAR26-62000-P,8MAR26,2026-03-08,62000.0,put,1.0,8.1,-0.07244,-23.46426,2.16801,0.00001,-0.01453,75.08,78.25,76.11
BTC-8MAR26-62000-C,8MAR26,2026-03-08,62000.0,call,0.0,0.0,4.18357,-32.9295,2.16801,0.00001,0.98547,0.0,259.64,76.11
BTC-8MAR26-61000-P,8MAR26,2026-03-08,61000.0,put,256.4,305.1,-0.04805,-15.5281,1.51852,0.00001,-0.00964,78.57,82.87,79.47
BTC-7MAR26-81000-P,7MAR26,2026-03-07,81000.0,put,0.0,0.0,-3.31638,-30.07999,1.06437,0.00001,-0.99141,0.0,130.43,85.1
BTC-7MAR26-80000-C,7MAR26,2026-03-07,80000.0,call,30.5,30.0,0.02955,-12.41575,1.24331,0.00001,0.01026,74.17,85.19,79.31
BTC-7MAR26-78000-P,7MAR26,2026-03-07,78000.0,put,0.0,0.0,-3.15259,-58.43995,2.43882,0.00002,-0.9775,0.0,103.41,72.15
BTC-7MAR26-77000-C,7MAR26,2026-03-07,77000.0,call,121.1,109.4,0.09762,-40.96893,3.43298,0.00002,0.03391,66.64,70.7,68.3
BTC-7MAR26-76000-C,7MAR26,2026-03-07,76000.0,call,19.1,88.1,0.1539,-65.75459,4.96108,0.00004,0.05347,62.96,67.21,64.84
BTC-7MAR26-75500-P,7MAR26,2026-03-07,75500.0,put,0.0,0.0,-2.91882,-125.6241,5.98191,0.00005,-0.93208,0.0,81.34,63.24
BTC-7MAR26-75000-P,7MAR26,2026-03-07,75000.0,put,0.0,0.0,-2.84633,-146.21238,7.15638,0.00006,-0.91403,0.0,75.45,61.52
BTC-7MAR26-73000-C,7MAR26,2026-03-07,73000.0,call,37.8,69.5,0.6697,-268.63711,13.96886,0.00012,0.23365,56.45,60.5,57.91
BTC-7MAR26-71500-P,7MAR26,2026-03-07,71500.0,put,11.0,13.9,-1.71705,-341.34761,17.92941,0.00015,-0.56777,55.36,59.32,57.33
BTC-7MAR26-70000-C,7MAR26,2026-03-07,70000.0,call,15.0,73.1,1.84761,-328.47222,16.82101,0.00014,0.65393,56.35,64.76,58.8
BTC-7MAR26-69000-P,7MAR26,2026-03-07,69000.0,put,19.2,24.6,-0.68586,-282.71834,13.80701,0.00011,-0.22882,59.77,62.36,61.66
BTC-7MAR26-69000-C,7MAR26,2026-03-07,69000.0,call,0.0,13.1,2.16026,-282.71834,13.80701,0.00011,0.77118,53.16,75.92,61.66
BTC-7MAR26-67000-C,7MAR26,2026-03-07,67000.0,call,0.1,19.7,2.50125,-163.70628,7.26936,0.00005,0.91221,40.38,89.8,67.81
BTC-7MAR26-66500-P,7MAR26,2026-03-07,66500.0,put,7.1,43.2,-0.2064,-98.87197,6.06084,0.00004,-0.06908,67.54,71.11,69.88
BTC-7MAR26-64000-C,7MAR26,2026-03-07,64000.0,call,0.0,0.0,2.57641,-62.34403,2.32485,0.00001,0.97874,0.0,118.47,80.75
BTC-7MAR26-59000-P,7MAR26,2026-03-07,59000.0,put,11.1,37.1,-0.01092,-5.67761,0.49743,0.0,-0.00365,0.0,111.52,108.89
BTC-7MAR26-59000-C,7MAR26,2026-03-07,59000.0,call,0.0,0.0,2.42272,-17.98906,0.49743,0.0,0.99635,0.0,180.09,108.89
BTC-6MAR26-80000-P,6MAR26,2026-03-06,80000.0,put,0.6,37.6,-1.10757,-2.33859,0.04814,0.0,-0.99949,0.0,197.5,97.16
BTC-6MAR26-80000-C,6MAR26,2026-03-06,80000.0,call,172.3,1161.5,0.0005,-0.34502,0.04814,0.0,0.00051,0.0,128.07,97.16
BTC-6MAR26-78000-C,6MAR26,2026-03-06,78000.0,call,236.2,559.6,0.00284,-2.09753,0.23609,0.0,0.00292,0.0,103.9,91.12
BTC-6MAR26-76000-P,6MAR26,2026-03-06,76000.0,put,0.4,80.2,-1.04282,-27.82481,0.71093,0.00001,-0.98989,0.0,125.37,78.28
BTC-6MAR26-75000-P,6MAR26,2026-03-06,75000.0,put,0.1,143.4,-1.02441,-33.23901,0.98756,0.00002,-0.98523,0.0,107.98,67.32
BTC-6MAR26-73000-C,6MAR26,2026-03-06,73000.0,call,1013.4,1487.8,0.07932,-51.51955,3.97956,0.00011,0.08139,50.79,56.09,53.15
BTC-6MAR26-71500-C,6MAR26,2026-03-06,71500.0,call,18.5,37.3,0.35044,-256.2613,9.89529,0.00027,0.36105,49.68,52.56,51.79
BTC-6MAR26-67500-C,6MAR26,2026-03-06,67500.0,call,0.0,121.7,0.90535,-64.8165,1.78622,0.00004,0.97023,0.0,112.05,72.57
BTC-6MAR26-66000-P,6MAR26,2026-03-06,66000.0,put,106.3,687.4,-0.01281,-10.62942,0.87737,0.00001,-0.01288,84.05,92.31,88.62
BTC-6MAR26-65500-C,6MAR26,2026-03-06,65500.0,call,0.0,26.3,0.89609,-37.11556,0.77668,0.00001,0.98881,0.0,164.08,95.58
BTC-6MAR26-65000-C,6MAR26,2026-03-06,65000.0,call,0.4,161.9,0.89231,-28.84143,0.58105,0.00001,0.99197,0.0,165.64,99.27
BTC-6MAR26-64000-P,6MAR26,2026-03-06,64000.0,put,55.9,1553.3,-0.00429,-3.84812,0.33481,0.0,-0.00431,0.0,125.2,106.97
BTC-6MAR26-63000-C,6MAR26,2026-03-06,63000.0,call,10.4,186.4,0.86992,-12.7764,0.21967,0.0,0.9973,0.0,217.28,116.33
BTC-6MAR26-60000-C,6MAR26,2026-03-06,60000.0,call,0.0,4.3,0.83069,-2.36425,0.03506,0.0,0.99964,0.0,303.09,134.87
BTC-6MAR26-55000-P,6MAR26,2026-03-06,55000.0,put,16.0,2400.6,-0.00001,-0.00709,0.00094,0.0,-0.00001,0.0,257.41,159.93
BTC-6MAR26-50000-C,6MAR26,2026-03-06,50000.0,call,0.0,0.0,0.69254,-0.00012,0.0,0.0,1.0,0.0,573.44,168.51
BTC-29MAY26-92000-P,29MAY26,2026-05-29,92000.0,put,0.0,0.0,-187.64843,-25.78367,88.04334,0.00002,-0.82683,46.68,52.37,49.5
BTC-29MAY26-92000-C,29MAY26,2026-05-29,92000.0,call,1.5,214.3,25.35187,-25.78367,88.04334,0.00002,0.17317,48.73,49.55,49.5
BTC-29MAY26-85000-P,29MAY26,2026-05-29,85000.0,put,0.0,0.0,-158.05395,-32.92633,113.41242,0.00002,-0.73132,47.16,50.33,49.07
BTC-29MAY26-82000-P,29MAY26,2026-05-29,82000.0,put,0.0,0.3,-144.00978,-35.65526,123.05929,0.00002,-0.6794,47.79,50.4,48.97
BTC-29MAY26-71000-C,29MAY26,2026-05-29,71000.0,call,4.8,32.2,75.95346,-40.6452,135.67335,0.00002,0.55898,50.42,50.95,50.63
BTC-29MAY26-70000-C,29MAY26,2026-05-29,70000.0,call,0.0,228.1,78.56622,-40.44639,134.27283,0.00002,0.58192,50.62,51.15,50.91
BTC-29MAY26-64000-P,29MAY26,2026-05-29,64000.0,put,0.0,35.5,-56.29624,-36.71648,117.24627,0.00002,-0.28763,52.54,53.15,52.93
BTC-29MAY26-62000-P,29MAY26,2026-05-29,62000.0,put,2.4,76.0,-48.45365,-34.70013,109.00543,0.00002,-0.24888,53.48,54.14,53.8
BTC-29MAY26-56000-C,29MAY26,2026-05-29,56000.0,call,0.0,0.0,100.13304,-27.57926,81.35494,0.00001,0.84665,55.13,58.66,57.29
BTC-29MAY26-50000-C,29MAY26,2026-05-29,50000.0,call,0.0,0.0,98.71421,-20.32077,55.40677,0.00001,0.91093,58.93,64.15,61.99
BTC-29MAY26-100000-C,29MAY26,2026-05-29,100000.0,call,12.3,70.7,15.07552,-18.12725,61.09283,0.00001,0.1017,50.05,50.63,50.15
BTC-27MAR26-94000-P,27MAR26,2026-03-27,94000.0,put,0.0,276.5,-54.08066,-17.70096,12.67628,0.00001,-0.96711,0.0,74.11,60.06
BTC-27MAR26-85000-P,27MAR26,2026-03-27,85000.0,put,5.5,4613.0,-46.29089,-36.6533,29.41001,0.00002,-0.90398,46.21,57.8,53.6
BTC-27MAR26-84000-P,27MAR26,2026-03-27,84000.0,put,0.1,577.9,-45.18979,-39.68484,32.26605,0.00002,-0.89093,46.99,58.17,52.9
BTC-27MAR26-84000-C,27MAR26,2026-03-27,84000.0,call,3.4,2759.8,4.30245,-39.68484,32.26605,0.00002,0.10907,52.0,53.11,52.9
BTC-27MAR26-82000-C,27MAR26,2026-03-27,82000.0,call,52.1,1672.2,5.84379,-49.33973,40.03913,0.00003,0.1488,52.36,53.26,53.0
BTC-27MAR26-80000-P,27MAR26,2026-03-27,80000.0,put,3.5,2194.2,-39.41403,-59.08188,47.97852,0.00003,-0.80243,50.56,54.3,52.96
BTC-27MAR26-71000-P,27MAR26,2026-03-27,71000.0,put,30.4,59.3,-21.79052,-86.53314,68.65956,0.00004,-0.46845,53.65,54.69,54.21
BTC-27MAR26-69000-C,27MAR26,2026-03-27,69000.0,call,0.3,139.2,22.88939,-84.90041,65.98163,0.00004,0.61523,54.77,56.39,55.34
BTC-27MAR26-66000-C,27MAR26,2026-03-27,66000.0,call,0.5,1112.0,26.40152,-76.86449,57.3703,0.00003,0.72728,56.05,59.15,57.63
BTC-27MAR26-62000-P,27MAR26,2026-03-27,62000.0,put,74.0,3407.8,-7.31122,-60.51498,42.15084,0.00002,-0.16084,60.69,62.38,61.75
BTC-27MAR26-50000-P,27MAR26,2026-03-27,50000.0,put,422.6,4330.3,-1.32233,-21.59234,11.48052,0.0,-0.02918,80.44,81.06,80.89
BTC-27MAR26-40000-P,27MAR26,2026-03-27,40000.0,put,195.4,1470.6,-0.31544,-7.85949,3.33311,0.0,-0.00693,99.13,103.43,101.42
BTC-27MAR26-300000-P,27MAR26,2026-03-27,300000.0,put,1.9,252.0,-176.75781,-0.01133,0.00377,0.0,-1.0,0.0,295.11,129.27
BTC-27MAR26-30000-C,27MAR26,2026-03-27,30000.0,call,0.0,94.6,17.60748,-2.45563,0.83658,0.0,0.99851,0.0,162.84,126.25
BTC-27MAR26-200000-C,27MAR26,2026-03-27,200000.0,call,0.0,763.6,0.03008,-1.37802,0.46192,0.0,0.00078,0.0,133.18,128.31
BTC-27MAR26-20000-C,27MAR26,2026-03-27,20000.0,call,0.0,159.8,11.75786,-1.33889,0.33655,0.0,0.99945,0.0,231.49,171.11
BTC-27MAR26-190000-P,27MAR26,2026-03-27,190000.0,put,0.0,0.1,-111.90416,-1.86189,0.63582,0.0,-0.9989,0.0,390.71,125.95
BTC-27MAR26-190000-C,27MAR26,2026-03-27,190000.0,call,2.2,942.0,0.04256,-1.86186,0.63581,0.0,0.0011,0.0,127.33,125.95
BTC-27MAR26-145000-C,27MAR26,2026-03-27,145000.0,call,3.7,395.1,0.10064,-3.21837,1.37708,0.0,0.00258,95.74,101.73,100.52
BTC-27MAR26-140000-C,27MAR26,2026-03-27,140000.0,call,2.6,903.2,0.13762,-4.21065,1.82707,0.0,0.00353,97.32,101.17,99.12
BTC-27MAR26-135000-C,27MAR26,2026-03-27,135000.0,call,95.3,2471.5,0.16246,-4.71779,2.11768,0.0,0.00416,92.72,96.43,95.82
BTC-27MAR26-125000-C,27MAR26,2026-03-27,125000.0,call,1153.8,10133.4,0.26012,-6.71785,3.21496,0.0,0.00665,88.91,91.1,89.87
BTC-27MAR26-120000-P,27MAR26,2026-03-27,120000.0,put,0.1,191.5,-70.40632,-7.12998,3.60397,0.0,-0.99243,0.0,117.58,85.09
BTC-27MAR26-120000-C,27MAR26,2026-03-27,120000.0,call,29.1,3875.4,0.29688,-7.12998,3.60397,0.0,0.00757,83.32,85.4,85.09
BTC-27MAR26-115000-P,27MAR26,2026-03-27,115000.0,put,0.1,492.0,-67.3887,-8.17681,4.35015,0.0,-0.99062,0.0,109.22,80.85
BTC-27MAR26-115000-C,27MAR26,2026-03-27,115000.0,call,20.3,1991.1,0.36853,-8.17681,4.35015,0.0,0.00938,79.4,81.11,80.85
BTC-27MAR26-114000-C,27MAR26,2026-03-27,114000.0,call,11.7,429.8,0.37491,-8.16883,4.41268,0.0,0.00953,78.16,81.35,79.62
BTC-27MAR26-112000-C,27MAR26,2026-03-27,112000.0,call,1.0,535.9,0.38641,-8.10567,4.52366,0.0,0.00981,75.64,78.75,77.07
BTC-27MAR26-110000-C,27MAR26,2026-03-27,110000.0,call,0.1,2944.3,0.45085,-9.12864,5.17447,0.0,0.01144,74.66,77.38,75.88
BTC-27MAR26-108000-C,27MAR26,2026-03-27,108000.0,call,0.0,320.1,0.49063,-9.54023,5.56283,0.0,0.01244,73.36,75.77,73.76
BTC-27MAR26-105000-C,27MAR26,2026-03-27,105000.0,call,95.6,3781.7,0.59938,-10.9485,6.60765,0.0,0.01519,70.34,72.47,71.27
BTC-27MAR26-104000-C,27MAR26,2026-03-27,104000.0,call,6.6,184.8,0.61211,-10.91117,6.72189,0.0,0.01549,69.97,70.98,69.82
BTC-26JUN26-90000-C,26JUN26,2026-06-26,90000.0,call,146.4,3832.2,45.33702,-26.65791,123.26741,0.00002,0.23876,48.14,48.72,48.66
BTC-26JUN26-88000-P,26JUN26,2026-06-26,88000.0,put,0.0,0.0,-221.10014,-28.20596,130.35706,0.00002,-0.73455,45.92,50.62,48.69
BTC-26JUN26-88000-C,26JUN26,2026-06-26,88000.0,call,2.2,2.2,50.14613,-28.20596,130.35706,0.00002,0.26545,48.25,48.8,48.69
BTC-26JUN26-80000-P,26JUN26,2026-06-26,80000.0,put,1.5,1654.2,-174.21155,-33.22539,152.88945,0.00002,-0.60707,47.94,49.34,48.9
BTC-26JUN26-78000-C,26JUN26,2026-06-26,78000.0,call,0.3,155.5,78.47622,-33.94032,156.13568,0.00002,0.42925,48.56,49.24,48.91
BTC-26JUN26-76000-P,26JUN26,2026-06-26,76000.0,put,0.7,16.8,-149.51713,-34.53577,158.11823,0.00002,-0.53226,48.69,49.6,49.15
BTC-26JUN26-76000-C,26JUN26,2026-06-26,76000.0,call,0.1,85.3,84.7411,-34.53578,158.11829,0.00002,0.46774,48.97,49.42,49.15
BTC-26JUN26-75000-P,26JUN26,2026-06-26,75000.0,put,487.5,2389.8,-143.30114,-34.73826,158.55867,0.00002,-0.51255,48.82,49.73,49.3
BTC-26JUN26-75000-C,26JUN26,2026-06-26,75000.0,call,12.5,1199.2,87.87465,-34.7382,158.55866,0.00002,0.48745,49.11,49.57,49.3
BTC-26JUN26-58000-C,26JUN26,2026-06-26,58000.0,call,0.0,10.4,126.53376,-26.76372,110.61868,0.00001,0.8021,53.5,55.44,54.44
BTC-26JUN26-50000-C,26JUN26,2026-06-26,50000.0,call,0.0,214.3,126.7356,-19.08123,72.24514,0.00001,0.89512,58.37,60.84,59.43
BTC-26JUN26-45000-P,26JUN26,2026-06-26,45000.0,put,29.4,779.3,-17.96387,-15.0098,52.71356,0.00001,-0.06885,63.36,64.04,64.07
BTC-26JUN26-45000-C,26JUN26,2026-06-26,45000.0,call,0.0,5.0,120.74161,-15.0098,52.71356,0.00001,0.93115,61.64,65.75,64.07
BTC-26JUN26-40000-C,26JUN26,2026-06-26,40000.0,call,0.0,30.1,111.86785,-11.33209,36.85377,0.0,0.95624,66.08,71.95,69.19
BTC-26JUN26-380000-C,26JUN26,2026-06-26,380000.0,call,0.0,205.4,0.26679,-0.74227,1.80524,0.0,0.00139,88.7,96.42,92.52
BTC-26JUN26-340000-C,26JUN26,2026-06-26,340000.0,call,0.5,133.3,0.32433,-0.84314,2.14922,0.0,0.00168,83.51,93.12,88.27
BTC-26JUN26-30000-C,26JUN26,2026-06-26,30000.0,call,0.0,57.8,88.18459,-5.89835,16.16617,0.0,0.98371,78.43,87.04,82.1
BTC-26JUN26-280000-P,26JUN26,2026-06-26,280000.0,put,0.0,0.0,-862.52058,-1.2267,3.3744,0.0,-0.99724,0.0,231.11,81.8
BTC-26JUN26-280000-C,26JUN26,2026-06-26,280000.0,call,0.0,188.8,0.53574,-1.2267,3.3744,0.0,0.00276,78.39,84.81,81.8
BTC-26JUN26-260000-P,26JUN26,2026-06-26,260000.0,put,0.0,0.0,-800.81669,-1.28371,3.68309,0.0,-0.99696,0.0,219.16,78.43
BTC-26JUN26-250000-P,26JUN26,2026-06-26,250000.0,put,0.0,0.0,-769.8787,-1.49049,4.31975,0.0,-0.99637,0.0,213.05,77.64
BTC-26JUN26-220000-C,26JUN26,2026-06-26,220000.0,call,0.0,679.5,1.06457,-2.02976,6.21289,0.0,0.00545,71.85,75.28,73.51
BTC-26JUN26-210000-C,26JUN26,2026-06-26,210000.0,call,0.0,172.8,1.15863,-2.11965,6.68302,0.0,0.00592,69.29,73.54,71.37
BTC-26JUN26-200000-P,26JUN26,2026-06-26,200000.0,put,0.0,6.9,-614.98302,-2.61262,8.33685,0.0,-0.99239,0.0,179.6,70.51
BTC-26JUN26-200000-C,26JUN26,2026-06-26,200000.0,call,0.0,1036.2,1.48578,-2.61262,8.33685,0.0,0.00761,68.88,71.53,70.51
BTC-26JUN26-140000-C,26JUN26,2026-06-26,140000.0,call,0.0,727.1,5.15022,-6.17415,24.16253,0.0,0.02619,57.01,57.9,57.5
BTC-26JUN26-135000-P,26JUN26,2026-06-26,135000.0,put,0.0,18.1,-410.05913,-6.92928,27.66117,0.0,-0.96919,0.0,67.72,56.37
BTC-26JUN26-130000-C,26JUN26,2026-06-26,130000.0,call,4.2,1663.6,6.99253,-7.58636,31.1163,0.0,0.03554,54.46,55.38,54.86
BTC-25SEP26-94000-P,25SEP26,2026-09-25,94000.0,put,0.0,0.0,-427.4624,-22.49756,186.96616,0.00001,-0.70302,47.53,50.24,48.98
BTC-25SEP26-94000-C,25SEP26,2026-09-25,94000.0,call,0.0,0.0,96.63796,-22.49812,186.97079,0.00001,0.29699,48.42,49.01,48.98
BTC-25SEP26-92000-P,25SEP26,2026-09-25,92000.0,put,0.0,0.0,-410.05079,-23.20584,192.66583,0.00001,-0.68205,47.7,50.33,49.02
BTC-25SEP26-92000-C,25SEP26,2026-09-25,92000.0,call,0.0,9.2,102.89076,-23.20531,192.66137,0.00001,0.31794,48.51,49.07,49.02
BTC-25SEP26-90000-P,25SEP26,2026-09-25,90000.0,put,4.0,651.9,-392.38603,-23.87803,197.95735,0.00001,-0.65993,47.87,50.25,49.09
BTC-25SEP26-86000-P,25SEP26,2026-09-25,86000.0,put,0.0,0.1,-356.42903,-25.05805,206.89931,0.00001,-0.61242,48.17,50.27,49.29
BTC-25SEP26-80000-C,25SEP26,2026-09-25,80000.0,call,3.0,516.2,144.48277,-26.13086,214.70365,0.00001,0.46539,49.3,49.8,49.54
BTC-25SEP26-78000-P,25SEP26,2026-09-25,78000.0,put,0.0,5.6,-283.15168,-26.28538,215.48221,0.00001,-0.507,49.16,50.33,49.65
BTC-25SEP26-50000-P,25SEP26,2026-09-25,50000.0,put,32.5,2533.6,-70.90899,-16.68124,119.72733,0.00001,-0.13912,56.61,56.91,56.71
BTC-25SEP26-320000-P,25SEP26,2026-09-25,320000.0,put,0.0,0.1,-1781.85134,-1.81652,10.18094,0.0,-0.99326,0.0,188.89,72.62
BTC-25SEP26-175000-C,25SEP26,2026-09-25,175000.0,call,0.0,1363.7,10.14689,-4.98415,36.03715,0.0,0.02929,56.22,56.61,56.29
BTC-25SEP26-170000-P,25SEP26,2026-09-25,170000.0,put,0.0,0.0,-936.70965,-5.31202,38.89165,0.0,-0.96788,0.0,118.8,55.59
BTC-25SEP26-140000-P,25SEP26,2026-09-25,140000.0,put,0.0,1.4,-758.28667,-8.67279,68.25492,0.0,-0.93529,45.16,101.13,51.72
BTC-25SEP26-130000-C,25SEP26,2026-09-25,130000.0,call,1.6,1007.5,29.57156,-10.55619,85.0028,0.00001,0.08627,50.15,51.0,50.55
BTC-25SEP26-125000-C,25SEP26,2026-09-25,125000.0,call,1.0,2083.5,34.47498,-11.7369,95.4428,0.00001,0.10092,49.7,50.46,50.05
BTC-25SEP26-120000-C,25SEP26,2026-09-25,120000.0,call,0.0,392.6,40.69207,-13.1855,107.87745,0.00001,0.1197,49.53,49.86,49.75
BTC-25SEP26-115000-C,25SEP26,2026-09-25,115000.0,call,0.1,1424.5,47.94443,-14.7159,121.27492,0.00001,0.14178,49.13,49.73,49.39
BTC-25SEP26-100000-P,25SEP26,2026-09-25,100000.0,put,0.1,271.6,-477.91944,-20.27812,168.45901,0.00001,-0.75863,47.83,49.98,48.99
BTC-25DEC26-96000-C,25DEC26,2026-12-25,96000.0,call,0.0,7.5,157.4493,-20.57439,243.7738,0.00001,0.35069,49.21,49.66,49.71
BTC-25DEC26-78000-P,25DEC26,2026-12-25,78000.0,put,0.5,12.6,-404.66796,-22.43511,261.36272,0.00001,-0.46506,50.01,51.13,50.56
BTC-25DEC26-75000-P,25DEC26,2026-12-25,75000.0,put,0.5,570.2,-369.62895,-22.34483,258.32937,0.00001,-0.43006,50.49,51.34,50.95
